Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.3-192.168.1.90-64738-40197-17,192.168.1.90,40197,192.168.1.3,64738,17,01/01/1970 09:12:32 AM,119991133,24,26,240.0,260.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4.166974571362702,0.4166974571362702,2448798.6326530613,2524831.109620261,5007003.0,266.0,1.14991868E8,4999646.434782608,3591.7035566336367,5007273.0,4992803.0,1.19991133E8,4799645.32,999861.1226307347,5007345.0,341.0,0,0,0,0,192,208,0.2000147794254097,0.2166826777108605,10.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,10.2,10.0,10.0,0,0,0,0,0,0,24,240,26,260,-1,-1,24,0,8329522.222222222,4329737.116550345,1.4997587E7,4993524.0,5002786.555555556,2474.607499741653,5007003.0,5000037.0,No Label
192.168.1.3-192.168.1.70-64738-37284-6,192.168.1.70,37284,192.168.1.3,64738,6,01/01/1970 09:13:33 AM,118277234,101,71,3629.0,7041.0,523.0,0.0,35.93069306930694,80.12855389007622,1348.0,0.0,99.16901408450708,167.74274401300968,90.21178158427342,1.4542105372535175,691679.7309941519,1353578.8015487848,5207009.0,13.0,1.18273191E8,1182731.9100000006,1601404.659215223,5207009.0,13.0,1.1827166E8,1689595.1428571434,1680797.9718650745,5211258.0,81.0,0,0,0,0,3232,2300,0.8539259550151468,0.6002845822383706,0.0,1348.0,61.67630057803473,127.18435330562322,16175.859725769593,0,1,0,0,0,0,0,0,0.0,62.03488372093023,35.93069306930693,99.16901408450704,0,0,0,0,0,0,101,3629,71,7041,-1,502,37,0,2.249947375E7,2.982895817518646E7,6.7125288E7,4799452.0,5083682.0,91809.68716135931,5207009.0,5002798.0,No Label
192.168.1.3-192.168.1.90-64738-35018-6,192.168.1.3,64738,192.168.1.90,35018,6,01/01/1970 09:14:24 AM,119356553,69,95,5068.0,1805.0,420.0,30.0,73.44927536231884,52.89015704932697,149.0,0.0,18.99999999999999,32.968392342014816,57.583767520498014,1.3740343188362687,732248.7914110427,1247991.7948773056,5000636.0,34.0,1.19348062E8,1755118.5588235296,1398953.8617919493,5003527.0,2584.0,1.19356553E8,1269750.563829788,1423898.780295511,5000636.0,34.0,0,1,0,0,2208,3040,0.5780998048762349,0.7959345139600337,0.0,420.0,42.55757575757576,50.74377908708055,2574.931116038433,0,0,0,1,1,0,0,0,1.0,42.81707317073171,73.44927536231884,19.0,0,0,0,0,0,0,69,5068,95,1805,-1,502,69,0,2.8050247E7,0.0,2.8050247E7,2.8050247E7,5000636.0,0.0,5000636.0,5000636.0,No Label
136.162.16.0-255.255.255.1-0-0-0,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 09:14:30 AM,102414870,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09764207092192766,1.137943E7,1.6229261499030093E7,3.7626915E7,424.0,1.02404117E8,1.2800514625E7,1.6740493087163506E7,3.7626915E7,424.0,0,0,0,0,0,0,0,0,0,0,0,0.08787786382973489,0.009764207092192766,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,3349662.0,241.83051916579925,3349833.0,3349491.0,3.1905182E7,9909034.119608581,3.7626915E7,2.0463215E7,No Label
192.168.1.3-192.168.1.90-64738-57452-6,192.168.1.90,57452,192.168.1.3,64738,6,01/01/1970 09:14:40 AM,117239662,100,70,4015.0,7169.0,523.0,0.0,40.14999999999999,89.64682387180838,1348.0,0.0,102.41428571428573,171.78782775265293,95.39433847907205,1.4500212393993426,693725.8106508881,1423885.2639193714,8012529.0,-53.0,1.17235803E8,1184200.0303030298,1700784.2734305796,8017721.0,21.0,1.1723634E8,1699077.391304348,1814835.8576363379,8017304.0,78.0,0,0,0,0,3200,2256,0.8529536702349074,0.5970675691644352,0.0,1348.0,65.4035087719298,132.74963515834955,17622.465634674914,0,1,0,0,0,0,0,0,0.0,65.78823529411764,40.15,102.41428571428571,0,0,0,0,0,0,100,4015,70,7169,-1,502,37,0,9970830.833333332,4679946.663694424,1.5035087E7,3777854.0,5916580.166666667,1131093.908279488,8012529.0,5007292.0,No Label
192.168.1.3-192.168.1.90-64738-40197-17,192.168.1.90,40197,192.168.1.3,64738,17,01/01/1970 09:14:37 AM,119992639,24,26,240.0,260.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4.16692227262374,0.416692227262374,2448829.3673469387,2524852.843944868,5003849.0,211.0,1.14992208E8,4999661.217391305,2617.3092698856176,5004108.0,4995828.0,1.19992639E8,4799705.5600000005,999897.9474040953,5004187.0,211.0,0,0,0,0,192,208,0.20001226908593953,0.21667995817643448,10.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,10.2,10.0,10.0,0,0,0,0,0,0,24,240,26,260,-1,-1,24,0,8122262.5,5937047.097482143,1.4996143E7,363.0,5002418.0,1306.7064376843098,5003849.0,5000332.0,No Label
192.168.1.3-192.168.1.90-64738-35018-6,192.168.1.3,64738,192.168.1.90,35018,6,01/01/1970 09:16:24 AM,119390301,75,101,5311.0,1698.0,420.0,30.0,70.81333333333333,52.6576637304538,69.0,0.0,16.811881188118807,29.577259126324446,58.70661135195564,1.4741565983655573,682230.2914285715,1135257.732112668,4780976.0,321.0,1.16573023E8,1575311.121621622,1255135.6454991521,4783945.0,4094.0,1.19390301E8,1193903.0099999998,1286216.7546182866,4780976.0,2674.0,0,1,0,0,2400,3232,0.62819173225805,0.8459648661075074,0.0,420.0,39.83615819209037,48.744827731885536,2376.0582306111974,0,0,0,1,1,0,0,0,1.0,40.0625,70.81333333333333,16.81188118811881,0,0,0,0,0,0,75,5311,101,1698,-1,502,75,0,0,0,0,0,0,0,0,0,No Label
136.162.16.0-255.255.255.1-0-0-0,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 09:16:32 AM,102415170,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09764178490354505,1.1379463333333334E7,1.6229675133500725E7,3.7628577E7,471.0,1.02408552E8,1.2801069E7,1.6740496353640951E7,3.7628577E7,471.0,0,0,0,0,0,0,0,0,0,0,0,0.08787760641319055,0.009764178490354505,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,3349251.5,3629.5791078305483,3351818.0,3346685.0,3.1905555666666668E7,9909735.417714104,3.7628577E7,2.0462779E7,No Label
192.168.1.3-192.168.1.90-64738-40197-17,192.168.1.90,40197,192.168.1.3,64738,17,01/01/1970 09:16:42 AM,119990115,24,26,240.0,260.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4.167009924109165,0.4167009924109165,2448777.857142857,2524798.7876280197,5004516.0,298.0,1.14988457E8,4999498.130434784,2178.9016479190145,5004851.0,4994223.0,1.19990115E8,4799604.6,999827.5322682325,5004814.0,443.0,0,0,0,0,192,208,0.20001647635723993,0.21668451605367658,10.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,10.2,10.0,10.0,0,0,0,0,0,0,24,240,26,260,-1,-1,24,0,8122789.125,8422622.862605948,1.9996296E7,338.0,5001362.75,1385.175156536317,5004516.0,5000161.0,No Label
192.168.1.3-192.168.1.90-64738-35018-6,192.168.1.3,64738,192.168.1.90,35018,6,01/01/1970 09:18:24 AM,118244328,79,105,5376.0,1698.0,254.0,30.0,68.05063291139238,42.19487717544273,69.0,0.0,16.17142857142857,29.182600566504966,59.825279737730845,1.5561000101417126,646143.8688524591,1068930.0331714444,5002947.0,409.0,1.15661672E8,1482841.9487179487,1178774.2023930182,5006002.0,3933.0,1.18244328E8,1136964.692307692,1208672.14326016,5002947.0,2256.0,0,1,0,0,2528,3360,0.6681081565282354,0.8879918536134773,0.0,254.0,38.46486486486488,43.53834027647989,1895.5870740305515,0,0,0,1,1,0,0,0,1.0,38.67391304347826,68.0506329113924,16.17142857142857,0,0,0,0,0,0,79,5376,105,1698,-1,502,79,0,3.7576512E7,0.0,3.7576512E7,3.7576512E7,5002947.0,0.0,5002947.0,5002947.0,No Label
192.168.1.3-192.168.1.90-64738-58934-6,192.168.1.90,58934,192.168.1.3,64738,6,01/01/1970 09:18:42 AM,103232686,105,74,3906.0,7315.0,523.0,0.0,37.199999999999996,83.08156326072685,1348.0,0.0,98.85135135135134,161.37038841876412,108.69619337425745,1.7339469400224654,579958.9101123594,1099987.3684400697,5413049.0,16.0,1.03229657E8,992592.8557692308,1291898.1093146263,5416669.0,16.0,1.03223305E8,1414017.876712329,1338177.6293250243,5415315.0,86.0,0,0,0,0,3360,2384,1.0171197134209993,0.7168272266014661,0.0,1348.0,62.33888888888891,124.79503481245695,15573.80071384234,0,1,0,0,0,0,0,0,0.0,62.687150837988824,37.2,98.85135135135135,0,0,0,0,0,0,105,3906,74,7315,-1,502,37,0,2.0037127E7,0.0,2.0037127E7,2.0037127E7,5413049.0,0.0,5413049.0,5413049.0,No Label
192.168.1.3-192.168.1.90-64738-58934-6,192.168.1.3,64738,192.168.1.90,58934,6,01/01/1970 09:20:25 AM,19788,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,101.07135637760258,19788.0,0.0,19788.0,19788.0,0,0,0,0,0,19788.0,19788.0,0.0,19788.0,19788.0,0,0,0,0,0,64,0.0,101.07135637760258,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,502,0,0,0,0,0,0,0,0,0,0,No Label
136.162.16.0-255.255.255.1-0-0-0,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 09:18:35 AM,102417546,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09763951969714252,1.1379727333333334E7,1.622789139632045E7,3.7629719E7,415.0,1.02411536E8,1.2801442E7,1.673842477074096E7,3.7629719E7,415.0,0,0,0,0,0,0,0,0,0,0,0,0.08787556772742827,0.009763951969714251,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,3353622.5,5564.2232611569425,3357557.0,3349688.0,3.1903433666666668E7,9909819.607942484,3.7629719E7,2.0460561E7,No Label
192.168.1.3-192.168.1.90-64738-40197-17,192.168.1.90,40197,192.168.1.3,64738,17,01/01/1970 09:18:47 AM,119990080,24,26,240.0,260.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4.167011139587539,0.4167011139587539,2448777.1428571437,2524791.5553197074,5005759.0,279.0,1.14984041E8,4999306.130434784,3020.368434845847,5006164.0,4993032.0,1.1999008E8,4799603.2,999860.1600905248,5006178.0,299.0,0,0,0,0,192,208,0.20001653470020186,0.21668457925855203,10.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,10.2,10.0,10.0,0,0,0,0,0,0,24,240,26,260,-1,-1,24,0,8121750.875,7038662.929687091,1.9999165E7,299.0,5002474.875,2034.9335852623508,5005759.0,5000270.0,No Label
192.168.1.3-192.168.1.70-64738-49642-6,192.168.1.70,49642,192.168.1.3,64738,6,01/01/1970 09:20:06 AM,118040096,100,73,3553.0,7383.0,523.0,0.0,35.52999999999998,81.99130959122952,1348.0,0.0,101.13698630136989,159.54321210781856,92.64648514010018,1.4656036877503047,686279.6279069767,1349099.2473012356,6175286.0,-58.0,1.18036993E8,1192292.8585858587,1604481.6464415977,6175286.0,22.0,1.1803682E8,1639400.2777777778,1678174.9708004964,6178530.0,93.0,0,0,0,0,3200,2352,0.8471697617053785,0.6184339260449263,0.0,1348.0,62.85057471264373,124.55293730145125,15513.434190419246,0,1,0,0,0,0,0,0,0.0,63.213872832369944,35.53,101.13698630136986,0,0,0,0,0,0,100,3553,73,7383,-1,502,35,0,1.77344024E7,1.8074338086932763E7,4.3892124E7,1740575.0,5715343.8,384681.6891693703,6175286.0,5224962.0,No Label
192.168.1.3-192.168.1.90-64738-37132-6,192.168.1.90,37132,192.168.1.3,64738,6,01/01/1970 09:20:26 AM,115238734,97,64,3802.0,6828.0,523.0,0.0,39.19587628865979,81.86811538169916,1348.0,0.0,106.68750000000001,174.0526170215877,92.24329035062118,1.3970996939275644,720242.0874999998,1478434.6001378316,6995084.0,20.0,1.15233994E8,1200354.104166667,1754816.6469822214,6995084.0,20.0,1.15232875E8,1829093.253968254,1887264.6226748468,6999113.0,88.0,0,0,0,0,3104,2064,0.8417308714967313,0.5553688224308331,0.0,1348.0,65.61728395061732,130.26357111748135,16968.59796027912,0,1,0,0,0,0,0,0,0.0,66.0248447204969,39.1958762886598,106.6875,0,0,0,0,0,0,97,3802,64,6828,-1,502,38,0,1.1784390666666666E7,1.1363467615792738E7,2.8277412E7,2023030.0,5918306.833333333,815591.806931241,6995084.0,5033518.0,No Label
192.168.1.3-192.168.1.90-64738-35018-6,192.168.1.3,64738,192.168.1.90,35018,6,01/01/1970 09:20:25 AM,116308366,65,91,4596.0,1755.0,183.0,30.0,70.70769230769234,32.00670001974346,99.0,0.0,19.28571428571429,31.66115240209319,54.60484244099861,1.341262072239928,750376.5548387098,1265369.8196649102,4998532.0,327.0,1.16251552E8,1816430.4999999993,1401274.035946506,5003236.0,41755.0,1.16308366E8,1292315.177777778,1438143.3313539955,4998532.0,2239.0,0,1,0,0,2080,2912,0.5588591967666366,0.7824028754732913,0.0,183.0,41.08280254777069,40.77910503529955,1662.9354074799933,0,0,0,1,1,0,0,0,1.0,41.34615384615385,70.70769230769231,19.285714285714285,0,0,0,0,0,0,65,4596,91,1755,-1,502,65,0,0,0,0,0,0,0,0,0,No Label
136.162.16.0-255.255.255.1-0-0-0,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 09:20:38 AM,102418587,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09763852727239831,1.1379843E7,1.6230603613358816E7,3.7629821E7,469.0,1.02418118E8,1.2802264750000002E7,1.674081209636647E7,3.7629821E7,1857.0,0,0,0,0,0,0,0,0,0,0,0,0.08787467454515849,0.009763852727239833,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,3349442.0,691.5504320004435,3349931.0,3348953.0,3.1906567666666668E7,9911881.313883724,3.7629821E7,2.0461313E7,No Label
192.168.1.3-192.168.1.90-64738-40197-17,192.168.1.90,40197,192.168.1.3,64738,17,01/01/1970 09:20:52 AM,119989903,24,26,240.0,260.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4.167017286446177,0.4167017286446177,2448773.530612246,2524816.000302523,5003169.0,240.0,1.14992794E8,4999686.695652174,2856.7767188466128,5003468.0,4995506.0,1.19989903E8,4799596.120000001,999827.4169519757,5003487.0,444.0,0,0,0,0,192,208,0.2000168297494165,0.2166848988952012,10.0,10.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,10.2,10.0,10.0,0,0,0,0,0,0,24,240,26,260,-1,-1,24,0,8329504.111111111,4998097.768440795,1.4997589E7,318.0,5002660.555555555,366.42772517605425,5003169.0,5002103.0,No Label
192.168.1.3-192.168.1.90-64738-35018-6,192.168.1.3,64738,192.168.1.90,35018,6,01/01/1970 09:22:27 AM,119488224,76,102,5162.0,1756.0,148.0,30.0,67.92105263157893,30.757010326274013,100.0,0.0,17.215686274509803,30.512658451239343,57.89691877920957,1.4896865485254849,675074.7118644068,1163073.0194113122,4987543.0,318.0,1.19426484E8,1592353.12,1323193.383469978,4993210.0,4698.0,1.19488224E8,1183051.7227722774,1334063.3841262201,4987543.0,2712.0,0,1,0,0,2432,3264,0.6360459420670609,0.8536406064584239,0.0,148.0,39.206703910614515,39.708866920480965,1576.7941121084673,0,0,0,1,1,0,0,0,1.0,39.42696629213483,67.92105263157895,17.215686274509803,0,0,0,0,0,0,76,5162,102,1756,-1,502,76,0,0,0,0,0,0,0,0,0,No Label
